,Credit_Card_Exceed_Months,Employment_Type,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Score,Joined_Income_Binned,Income_Binned,Loan_Amount_Binned,Total_Loan_Sum_Binned,Loan_Amount,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision
680,4.0,employee,23.0,yes,platinum,2.0,11.0,4.0,3.0,3.0,3.0,condominium,10.0,Kuala Lumpur,1.0,8.0,Medium_Joined,Medium_Income,High_Loan,Medium_Loan_Sum,626874.0,8302.0,882057.0,15133.0,reject
681,4.0,employee,22.0,no,normal,2.0,11.0,5.0,3.0,3.0,2.0,condominium,10.0,Kuala Lumpur,3.0,6.0,High_Joined,Low_Income,Medium_Loan,Medium_Loan_Sum,382808.0,4964.0,901445.0,16887.0,accept
682,4.0,employee,15.0,yes,gold,2.0,11.0,4.0,3.0,2.0,3.0,condominium,10.0,Kuala Lumpur,1.0,8.0,High_Joined,Low_Income,Medium_Loan,Small_Loan_Sum,537599.0,4456.0,555742.0,19295.0,accept
683,4.0,employee,10.0,no,gold,2.0,11.0,5.0,3.0,2.0,2.0,condominium,10.0,Kuala Lumpur,1.0,6.0,Low_Joined,High_Income,Medium_Loan,High_Loan_Sum,577722.0,12513.0,1306813.0,11047.0,accept
684,4.0,employee,11.0,yes,normal,2.0,11.0,5.0,3.0,3.0,2.0,condominium,10.0,Kuala Lumpur,2.0,7.0,Medium_Joined,Low_Income,Small_Loan,Medium_Loan_Sum,273102.0,5779.0,960559.0,13355.0,accept
685,4.0,employee,10.0,no,normal,2.0,11.0,5.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,2.0,7.0,Low_Joined,Low_Income,Medium_Loan,High_Loan_Sum,586399.0,5582.0,1316906.0,11038.0,accept
686,4.0,employee,19.0,yes,normal,2.0,11.0,5.0,3.0,3.0,2.0,condominium,10.0,Kuala Lumpur,2.0,8.0,Medium_Joined,Low_Income,Medium_Loan,Medium_Loan_Sum,478099.0,3946.0,1048240.0,14815.0,accept
687,4.0,employee,17.0,no,normal,2.0,13.0,5.0,2.0,3.0,1.0,condominium,10.0,Kuala Lumpur,1.0,8.0,Medium_Joined,Medium_Income,High_Loan,Small_Loan_Sum,606341.0,8075.0,708910.0,11931.0,accept
688,4.0,employee,24.0,yes,gold,2.0,11.0,5.0,2.0,3.0,2.0,condominium,11.0,Kuala Lumpur,1.0,8.0,High_Joined,High_Income,High_Loan,Small_Loan_Sum,629996.0,12245.0,462597.0,15568.0,reject
689,4.0,employee,11.0,no,normal,2.0,11.0,5.0,3.0,3.0,1.0,condominium,10.0,Kuala Lumpur,2.0,9.0,Medium_Joined,Low_Income,Small_Loan,Medium_Loan_Sum,194781.0,4897.0,1060182.0,14349.0,reject
690,4.0,employee,12.0,yes,normal,2.0,11.0,5.0,3.0,2.0,2.0,condominium,10.0,Kuala Lumpur,1.0,7.0,Low_Joined,Medium_Income,High_Loan,High_Loan_Sum,698049.0,7967.0,1176947.0,8674.0,accept
691,4.0,employee,22.0,no,platinum,2.0,11.0,4.0,2.0,3.0,2.0,condominium,10.0,Kuala Lumpur,1.0,8.0,Low_Joined,Medium_Income,High_Loan,Small_Loan_Sum,798549.0,8974.0,673946.0,11371.0,accept
692,4.0,employee,20.0,yes,normal,2.0,11.0,4.0,3.0,3.0,1.0,condominium,10.0,Kuala Lumpur,2.0,9.0,Low_Joined,Medium_Income,High_Loan,Medium_Loan_Sum,596816.0,7241.0,915246.0,7587.0,accept
693,4.0,employee,19.0,no,normal,2.0,11.0,5.0,3.0,3.0,2.0,condominium,10.0,Kuala Lumpur,2.0,7.0,High_Joined,Low_Income,Small_Loan,Medium_Loan_Sum,198093.0,4344.0,817300.0,17362.0,reject
694,4.0,employee,13.0,yes,normal,2.0,11.0,5.0,3.0,3.0,1.0,condominium,10.0,Kuala Lumpur,2.0,8.0,Medium_Joined,Low_Income,Medium_Loan,High_Loan_Sum,394827.0,4971.0,1334156.0,14665.0,accept
695,4.0,employee,17.0,no,gold,2.0,11.0,5.0,3.0,3.0,2.0,condominium,10.0,Kuala Lumpur,2.0,6.0,High_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,558094.0,6427.0,1114332.0,16751.0,accept
696,4.0,employee,19.0,yes,normal,2.0,11.0,5.0,3.0,3.0,1.0,condominium,10.0,Kuala Lumpur,2.0,6.0,High_Joined,Low_Income,High_Loan,Medium_Loan_Sum,656740.0,4693.0,1042157.0,15534.0,accept
697,4.0,employee,17.0,no,normal,2.0,11.0,5.0,3.0,2.0,2.0,condominium,10.0,Kuala Lumpur,1.0,6.0,High_Joined,High_Income,High_Loan,Small_Loan_Sum,771770.0,11433.0,508500.0,17103.0,accept
698,4.0,employee,24.0,yes,normal,2.0,11.0,4.0,3.0,3.0,1.0,condominium,10.0,Kuala Lumpur,2.0,6.0,Medium_Joined,Low_Income,Medium_Loan,High_Loan_Sum,550668.0,6090.0,1367194.0,15446.0,accept
699,4.0,employee,16.0,no,normal,2.0,11.0,4.0,2.0,2.0,2.0,condominium,12.0,Kuala Lumpur,2.0,9.0,Medium_Joined,Low_Income,Small_Loan,High_Loan_Sum,181127.0,4675.0,1360757.0,11925.0,accept
700,6.0,employee,19.0,yes,normal,2.0,15.0,4.0,2.0,3.0,2.0,condominium,10.0,Kuala Lumpur,1.0,9.0,High_Joined,Medium_Income,Medium_Loan,High_Loan_Sum,352969.0,8337.0,1344679.0,19064.0,accept
701,6.0,employee,18.0,no,normal,2.0,15.0,4.0,2.0,2.0,1.0,condominium,10.0,Kuala Lumpur,3.0,9.0,Medium_Joined,Medium_Income,Small_Loan,High_Loan_Sum,193485.0,8938.0,1312040.0,12877.0,accept
702,6.0,employee,12.0,yes,normal,2.0,12.0,4.0,2.0,3.0,1.0,condominium,10.0,Kuala Lumpur,1.0,8.0,Medium_Joined,Low_Income,Medium_Loan,Medium_Loan_Sum,454157.0,5562.0,1079783.0,14540.0,accept
703,6.0,employee,19.0,no,platinum,2.0,12.0,4.0,2.0,3.0,1.0,condominium,10.0,Kuala Lumpur,1.0,6.0,High_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,481879.0,8993.0,1021347.0,15578.0,reject
704,6.0,employee,12.0,yes,platinum,2.0,12.0,4.0,2.0,3.0,1.0,condominium,10.0,Kuala Lumpur,1.0,6.0,Low_Joined,Medium_Income,High_Loan,High_Loan_Sum,649792.0,7472.0,1186048.0,10961.0,reject
705,6.0,employee,17.0,no,normal,2.0,12.0,4.0,2.0,3.0,2.0,condominium,10.0,Kuala Lumpur,2.0,6.0,Medium_Joined,Medium_Income,High_Loan,High_Loan_Sum,784320.0,8308.0,1237389.0,14620.0,accept
706,6.0,employee,20.0,yes,normal,2.0,12.0,4.0,2.0,2.0,2.0,condominium,10.0,Kuala Lumpur,1.0,8.0,High_Joined,High_Income,Medium_Loan,Medium_Loan_Sum,392487.0,12187.0,1076827.0,16494.0,accept
707,6.0,employee,15.0,no,gold,2.0,12.0,4.0,2.0,2.0,2.0,condominium,10.0,Kuala Lumpur,2.0,8.0,Low_Joined,Low_Income,Medium_Loan,High_Loan_Sum,319486.0,4548.0,1281808.0,11003.0,accept
708,6.0,employee,16.0,yes,normal,2.0,12.0,4.0,2.0,3.0,2.0,condominium,10.0,Kuala Lumpur,1.0,7.0,Medium_Joined,Medium_Income,Small_Loan,Medium_Loan_Sum,262829.0,6904.0,964974.0,14272.0,accept
709,6.0,employee,23.0,no,normal,2.0,12.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,3.0,9.0,High_Joined,Medium_Income,Medium_Loan,High_Loan_Sum,567578.0,9877.0,1295481.0,16069.0,reject
710,6.0,employee,13.0,yes,normal,2.0,12.0,4.0,2.0,3.0,1.0,condominium,10.0,Kuala Lumpur,1.0,8.0,Medium_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,396829.0,9404.0,986496.0,14147.0,accept
711,6.0,employee,11.0,no,normal,2.0,12.0,4.0,2.0,3.0,2.0,condominium,10.0,Kuala Lumpur,2.0,7.0,High_Joined,High_Income,High_Loan,Medium_Loan_Sum,794029.0,10328.0,1161224.0,18360.0,accept
712,6.0,employee,14.0,yes,normal,2.0,11.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,1.0,9.0,High_Joined,Medium_Income,High_Loan,Medium_Loan_Sum,598653.0,9009.0,1156049.0,17459.0,reject
713,6.0,employee,15.0,no,normal,2.0,12.0,4.0,2.0,3.0,2.0,condominium,10.0,Kuala Lumpur,2.0,8.0,Medium_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,351117.0,8745.0,1174842.0,13764.0,reject
714,6.0,employee,16.0,yes,normal,2.0,12.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,2.0,9.0,High_Joined,Medium_Income,Medium_Loan,High_Loan_Sum,342691.0,8402.0,1348551.0,19118.0,reject
715,6.0,employee,16.0,no,gold,2.0,12.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,2.0,9.0,Medium_Joined,Medium_Income,High_Loan,Medium_Loan_Sum,597047.0,8514.0,867715.0,11675.0,accept
716,6.0,employee,13.0,yes,normal,2.0,12.0,4.0,2.0,2.0,3.0,condominium,10.0,Kuala Lumpur,2.0,9.0,Medium_Joined,Medium_Income,High_Loan,Medium_Loan_Sum,790337.0,6990.0,1121604.0,12616.0,accept
717,6.0,employee,12.0,no,normal,2.0,12.0,4.0,2.0,2.0,1.0,condominium,10.0,Kuala Lumpur,3.0,8.0,Medium_Joined,High_Income,Small_Loan,Medium_Loan_Sum,303147.0,10479.0,1015128.0,15100.0,accept
718,6.0,employee,16.0,yes,gold,2.0,12.0,4.0,2.0,3.0,3.0,condominium,12.0,Kuala Lumpur,2.0,8.0,Low_Joined,Medium_Income,High_Loan,Small_Loan_Sum,588073.0,6749.0,699890.0,9430.0,accept
719,6.0,employee,17.0,no,normal,2.0,12.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,1.0,9.0,High_Joined,Medium_Income,Small_Loan,Small_Loan_Sum,241560.0,8120.0,660307.0,19554.0,reject
720,6.0,employee,22.0,yes,platinum,2.0,12.0,4.0,2.0,3.0,1.0,condominium,10.0,Kuala Lumpur,2.0,7.0,High_Joined,Medium_Income,Medium_Loan,Small_Loan_Sum,501093.0,9268.0,675616.0,16120.0,accept
721,6.0,employee,13.0,no,gold,2.0,12.0,4.0,2.0,3.0,1.0,condominium,10.0,Kuala Lumpur,1.0,6.0,High_Joined,High_Income,Medium_Loan,Medium_Loan_Sum,484738.0,10202.0,1093779.0,18521.0,accept
722,6.0,employee,18.0,yes,normal,2.0,12.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,3.0,7.0,Low_Joined,Low_Income,Medium_Loan,Medium_Loan_Sum,387842.0,3969.0,1057396.0,7961.0,accept
723,6.0,employee,19.0,no,gold,2.0,12.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,1.0,7.0,Low_Joined,Low_Income,Small_Loan,Medium_Loan_Sum,193662.0,5027.0,944040.0,9929.0,accept
724,6.0,employee,22.0,yes,normal,2.0,12.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,1.0,9.0,Low_Joined,High_Income,Medium_Loan,High_Loan_Sum,553959.0,11391.0,1235688.0,9802.0,accept
725,6.0,employee,15.0,no,gold,2.0,12.0,4.0,2.0,3.0,1.0,condominium,10.0,Kuala Lumpur,2.0,7.0,Low_Joined,Medium_Income,Medium_Loan,Small_Loan_Sum,527074.0,8621.0,644625.0,9474.0,accept
726,6.0,employee,15.0,yes,gold,2.0,12.0,4.0,2.0,2.0,2.0,condominium,10.0,Kuala Lumpur,1.0,6.0,Medium_Joined,Low_Income,Medium_Loan,High_Loan_Sum,378309.0,5536.0,1194764.0,14710.0,accept
727,6.0,employee,21.0,no,gold,2.0,12.0,4.0,2.0,1.0,2.0,condominium,10.0,Kuala Lumpur,1.0,7.0,Medium_Joined,Low_Income,Medium_Loan,High_Loan_Sum,477921.0,5768.0,1239117.0,14473.0,accept
728,6.0,employee,20.0,yes,normal,2.0,12.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,2.0,9.0,Medium_Joined,Low_Income,Medium_Loan,Medium_Loan_Sum,540418.0,4470.0,1129601.0,15084.0,accept
729,6.0,employee,17.0,no,gold,2.0,12.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,2.0,8.0,High_Joined,Medium_Income,High_Loan,Small_Loan_Sum,633691.0,8235.0,679806.0,15835.0,accept
730,6.0,employee,15.0,yes,normal,2.0,12.0,4.0,2.0,3.0,2.0,condominium,10.0,Kuala Lumpur,2.0,6.0,Low_Joined,Medium_Income,Small_Loan,Medium_Loan_Sum,173002.0,8497.0,935944.0,9824.0,accept
731,6.0,employee,19.0,no,normal,2.0,12.0,4.0,2.0,3.0,2.0,condominium,10.0,Kuala Lumpur,3.0,9.0,Medium_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,477653.0,6564.0,981908.0,14219.0,reject
732,6.0,employee,14.0,yes,platinum,2.0,12.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,2.0,6.0,High_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,378010.0,9128.0,1074458.0,15691.0,accept
733,6.0,employee,21.0,no,normal,2.0,12.0,4.0,2.0,3.0,3.0,condominium,12.0,Kuala Lumpur,3.0,6.0,Medium_Joined,Low_Income,Small_Loan,Medium_Loan_Sum,100837.0,4844.0,876740.0,12731.0,reject
734,6.0,employee,18.0,yes,normal,2.0,15.0,4.0,2.0,2.0,1.0,condominium,10.0,Kuala Lumpur,1.0,6.0,Low_Joined,Low_Income,Medium_Loan,High_Loan_Sum,512246.0,5184.0,1346080.0,9524.0,accept
735,6.0,employee,16.0,no,normal,2.0,11.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,2.0,7.0,Medium_Joined,Medium_Income,Small_Loan,Medium_Loan_Sum,260794.0,8909.0,922344.0,13082.0,accept
736,6.0,employee,14.0,yes,gold,2.0,12.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,2.0,8.0,Low_Joined,Low_Income,Small_Loan,Small_Loan_Sum,301909.0,4268.0,715112.0,11533.0,accept
737,6.0,employee,16.0,no,gold,2.0,12.0,4.0,2.0,2.0,3.0,condominium,10.0,Kuala Lumpur,2.0,6.0,Low_Joined,High_Income,Small_Loan,Medium_Loan_Sum,105876.0,11070.0,851848.0,9436.0,accept
738,6.0,employee,10.0,yes,normal,2.0,12.0,4.0,2.0,3.0,1.0,condominium,10.0,Kuala Lumpur,1.0,7.0,Medium_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,474268.0,9883.0,1161619.0,13555.0,accept
739,6.0,employee,22.0,no,normal,2.0,12.0,4.0,2.0,3.0,1.0,condominium,11.0,Kuala Lumpur,2.0,8.0,Low_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,532050.0,8707.0,879381.0,11407.0,reject
740,6.0,employee,18.0,yes,normal,2.0,12.0,4.0,2.0,3.0,1.0,condominium,10.0,Kuala Lumpur,1.0,9.0,Medium_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,568521.0,6544.0,757700.0,12954.0,reject
741,6.0,employee,18.0,no,normal,2.0,12.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,1.0,9.0,Medium_Joined,High_Income,High_Loan,Medium_Loan_Sum,699890.0,11757.0,948346.0,14917.0,accept
742,6.0,employee,17.0,yes,gold,2.0,12.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,1.0,7.0,Medium_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,525276.0,8067.0,991818.0,13501.0,reject
743,6.0,employee,20.0,no,gold,2.0,12.0,4.0,2.0,3.0,1.0,condominium,12.0,Kuala Lumpur,3.0,7.0,Medium_Joined,Low_Income,Small_Loan,Medium_Loan_Sum,289302.0,3606.0,915964.0,14981.0,accept
744,6.0,employee,18.0,yes,normal,2.0,12.0,4.0,2.0,2.0,1.0,condominium,10.0,Kuala Lumpur,3.0,8.0,Medium_Joined,High_Income,High_Loan,High_Loan_Sum,763190.0,10307.0,1426668.0,12198.0,accept
745,6.0,employee,19.0,no,normal,2.0,12.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,1.0,6.0,Medium_Joined,High_Income,Small_Loan,Medium_Loan_Sum,215773.0,11567.0,857062.0,15472.0,reject
746,6.0,employee,22.0,yes,normal,2.0,12.0,4.0,2.0,1.0,2.0,condominium,10.0,Kuala Lumpur,1.0,6.0,Medium_Joined,High_Income,Medium_Loan,Medium_Loan_Sum,444696.0,12543.0,1041400.0,15092.0,reject
747,6.0,employee,17.0,no,normal,2.0,12.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,1.0,6.0,High_Joined,Low_Income,Medium_Loan,Medium_Loan_Sum,544950.0,4726.0,915568.0,16243.0,accept
748,6.0,employee,13.0,yes,normal,2.0,12.0,4.0,2.0,3.0,2.0,condominium,10.0,Kuala Lumpur,3.0,6.0,Low_Joined,High_Income,Medium_Loan,Medium_Loan_Sum,420489.0,10431.0,847561.0,8436.0,accept
749,6.0,employee,12.0,no,normal,2.0,12.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,1.0,9.0,High_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,540287.0,7961.0,1136724.0,18015.0,accept
750,6.0,employee,15.0,yes,platinum,2.0,12.0,4.0,2.0,2.0,1.0,condominium,10.0,Kuala Lumpur,1.0,7.0,Medium_Joined,Medium_Income,Small_Loan,Small_Loan_Sum,156946.0,7438.0,488177.0,14570.0,accept
751,6.0,employee,17.0,no,normal,2.0,15.0,4.0,2.0,3.0,1.0,condominium,10.0,Kuala Lumpur,3.0,9.0,High_Joined,High_Income,Small_Loan,Small_Loan_Sum,158840.0,12432.0,604652.0,19054.0,reject
752,6.0,employee,21.0,yes,normal,2.0,12.0,4.0,2.0,3.0,1.0,condominium,11.0,Kuala Lumpur,2.0,6.0,Low_Joined,Medium_Income,Small_Loan,Small_Loan_Sum,298701.0,8593.0,662611.0,7625.0,accept
753,6.0,employee,22.0,no,gold,2.0,12.0,4.0,2.0,2.0,3.0,condominium,10.0,Kuala Lumpur,1.0,7.0,Medium_Joined,Medium_Income,High_Loan,Medium_Loan_Sum,655565.0,7933.0,862042.0,12048.0,reject
754,6.0,employee,20.0,yes,normal,2.0,12.0,4.0,2.0,2.0,2.0,condominium,10.0,Kuala Lumpur,1.0,7.0,High_Joined,Medium_Income,Medium_Loan,High_Loan_Sum,502936.0,7023.0,1238699.0,17650.0,accept
755,6.0,employee,12.0,no,normal,2.0,15.0,4.0,2.0,2.0,3.0,condominium,10.0,Kuala Lumpur,2.0,9.0,Low_Joined,Medium_Income,Small_Loan,Medium_Loan_Sum,125416.0,8474.0,903003.0,9323.0,reject
756,6.0,employee,14.0,yes,normal,2.0,12.0,4.0,2.0,3.0,2.0,condominium,10.0,Kuala Lumpur,3.0,7.0,Medium_Joined,High_Income,Small_Loan,Medium_Loan_Sum,221509.0,10902.0,992334.0,14631.0,accept
757,6.0,employee,10.0,no,normal,2.0,12.0,4.0,2.0,3.0,2.0,condominium,10.0,Kuala Lumpur,3.0,6.0,Medium_Joined,Medium_Income,Medium_Loan,Small_Loan_Sum,545054.0,7160.0,511073.0,12302.0,accept
758,6.0,employee,22.0,yes,normal,2.0,9.0,4.0,2.0,3.0,1.0,condominium,11.0,Kuala Lumpur,1.0,6.0,High_Joined,Low_Income,Medium_Loan,Medium_Loan_Sum,489209.0,5826.0,1057718.0,15706.0,accept
759,6.0,employee,11.0,no,gold,2.0,12.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,1.0,9.0,Medium_Joined,Medium_Income,High_Loan,High_Loan_Sum,700606.0,6898.0,1363624.0,15061.0,reject
760,6.0,employee,23.0,yes,normal,2.0,12.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,2.0,8.0,Medium_Joined,Medium_Income,Medium_Loan,High_Loan_Sum,390924.0,7803.0,1268379.0,15288.0,reject
761,6.0,employee,10.0,no,normal,2.0,12.0,4.0,2.0,3.0,1.0,flat,10.0,Kuala Lumpur,3.0,8.0,Medium_Joined,Medium_Income,Medium_Loan,High_Loan_Sum,452345.0,6463.0,1347706.0,12670.0,accept
762,6.0,employee,22.0,yes,normal,2.0,15.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,3.0,7.0,Medium_Joined,Low_Income,Medium_Loan,High_Loan_Sum,361516.0,3833.0,1186678.0,13147.0,accept
763,6.0,employee,17.0,no,gold,2.0,12.0,4.0,2.0,3.0,2.0,condominium,10.0,Kuala Lumpur,2.0,6.0,Medium_Joined,Medium_Income,Medium_Loan,High_Loan_Sum,438432.0,7679.0,1427823.0,13934.0,accept
764,6.0,employee,13.0,yes,normal,2.0,11.0,4.0,2.0,1.0,3.0,condominium,10.0,Kuala Lumpur,1.0,7.0,Medium_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,558557.0,8729.0,889001.0,15146.0,accept
765,6.0,employee,10.0,no,gold,2.0,12.0,4.0,2.0,3.0,1.0,condominium,10.0,Kuala Lumpur,1.0,8.0,Low_Joined,High_Income,Small_Loan,Medium_Loan_Sum,198318.0,11262.0,1011662.0,8031.0,accept
766,6.0,employee,13.0,yes,normal,2.0,12.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,1.0,8.0,High_Joined,Low_Income,Medium_Loan,Medium_Loan_Sum,496068.0,6090.0,754040.0,16103.0,reject
767,6.0,employee,11.0,no,normal,2.0,12.0,4.0,2.0,3.0,3.0,condominium,10.0,Kuala Lumpur,1.0,9.0,Medium_Joined,Medium_Income,Medium_Loan,High_Loan_Sum,504150.0,6979.0,1238460.0,12929.0,accept
768,6.0,employee,15.0,yes,normal,2.0,13.0,4.0,2.0,2.0,3.0,condominium,11.0,Kuala Lumpur,1.0,7.0,Medium_Joined,High_Income,Small_Loan,High_Loan_Sum,144243.0,11948.0,1372157.0,14158.0,reject
769,6.0,employee,15.0,no,normal,2.0,12.0,4.0,2.0,3.0,1.0,condominium,10.0,Kuala Lumpur,2.0,6.0,High_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,553680.0,6538.0,911984.0,16197.0,accept
770,6.0,employee,20.0,yes,normal,2.0,12.0,4.0,2.0,3.0,1.0,condominium,10.0,Kuala Lumpur,1.0,7.0,Low_Joined,Medium_Income,High_Loan,High_Loan_Sum,785339.0,7936.0,1427012.0,7658.0,reject
771,6.0,employee,19.0,no,normal,2.0,12.0,4.0,2.0,2.0,3.0,condominium,10.0,Kuala Lumpur,1.0,9.0,Medium_Joined,Medium_Income,High_Loan,High_Loan_Sum,644003.0,6300.0,1333917.0,14294.0,accept
772,6.0,employee,11.0,yes,normal,2.0,12.0,4.0,2.0,2.0,1.0,condominium,10.0,Kuala Lumpur,1.0,8.0,Medium_Joined,Low_Income,High_Loan,Medium_Loan_Sum,618965.0,5562.0,1173074.0,11793.0,accept
773,6.0,employee,22.0,no,normal,2.0,12.0,4.0,2.0,1.0,2.0,condominium,10.0,Kuala Lumpur,1.0,7.0,Medium_Joined,Medium_Income,Small_Loan,Small_Loan_Sum,136609.0,8732.0,454679.0,11878.0,accept
774,6.0,employee,19.0,yes,normal,2.0,15.0,4.0,2.0,2.0,3.0,condominium,10.0,Kuala Lumpur,3.0,7.0,Low_Joined,Medium_Income,High_Loan,High_Loan_Sum,664414.0,9644.0,1363753.0,9730.0,reject
775,6.0,employee,23.0,no,normal,2.0,12.0,4.0,2.0,3.0,2.0,condominium,10.0,Kuala Lumpur,1.0,8.0,Medium_Joined,Medium_Income,Small_Loan,Medium_Loan_Sum,270008.0,8816.0,758726.0,15469.0,accept
776,6.0,employee,12.0,yes,normal,2.0,11.0,4.0,2.0,3.0,1.0,condominium,10.0,Kuala Lumpur,1.0,8.0,High_Joined,High_Income,Medium_Loan,Medium_Loan_Sum,536663.0,11804.0,750892.0,15893.0,reject
777,6.0,employee,17.0,no,normal,2.0,12.0,4.0,2.0,3.0,1.0,condominium,10.0,Kuala Lumpur,3.0,9.0,Medium_Joined,Low_Income,Medium_Loan,Medium_Loan_Sum,577776.0,4067.0,989856.0,13664.0,accept
778,6.0,employee,15.0,yes,normal,2.0,12.0,4.0,2.0,3.0,2.0,condominium,10.0,Kuala Lumpur,3.0,6.0,Medium_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,334085.0,8683.0,842194.0,14964.0,reject
779,6.0,employee,19.0,no,normal,2.0,12.0,4.0,2.0,1.0,1.0,condominium,10.0,Kuala Lumpur,3.0,6.0,Low_Joined,Low_Income,Medium_Loan,Small_Loan_Sum,502144.0,5784.0,547859.0,10476.0,accept
780,6.0,employee,17.0,yes,gold,2.0,12.0,4.0,2.0,3.0,3.0,bungalow,10.0,Kuala Lumpur,1.0,6.0,Medium_Joined,Medium_Income,Small_Loan,Medium_Loan_Sum,282292.0,7428.0,979148.0,13796.0,accept
781,6.0,employee,20.0,no,normal,2.0,12.0,4.0,2.0,3.0,3.0,bungalow,10.0,Kuala Lumpur,3.0,9.0,Medium_Joined,Low_Income,Medium_Loan,Small_Loan_Sum,420976.0,5822.0,425298.0,15026.0,accept
782,6.0,employee,19.0,yes,gold,2.0,15.0,4.0,2.0,3.0,2.0,bungalow,11.0,Kuala Lumpur,2.0,8.0,High_Joined,Low_Income,Medium_Loan,Medium_Loan_Sum,496233.0,3650.0,917494.0,18625.0,accept
783,6.0,employee,23.0,no,normal,2.0,12.0,4.0,2.0,3.0,2.0,condominium,10.0,Kuala Lumpur,1.0,8.0,Medium_Joined,Medium_Income,Small_Loan,Medium_Loan_Sum,270012.0,8816.0,758730.0,15469.0,accept
784,6.0,employee,19.0,yes,normal,2.0,10.0,4.0,2.0,3.0,2.0,bungalow,11.0,Kuala Lumpur,2.0,7.0,Low_Joined,Medium_Income,High_Loan,Small_Loan_Sum,623116.0,9614.0,501903.0,7693.0,accept
785,6.0,employee,21.0,no,gold,2.0,12.0,4.0,2.0,3.0,3.0,bungalow,10.0,Kuala Lumpur,1.0,6.0,High_Joined,High_Income,High_Loan,Small_Loan_Sum,647038.0,10943.0,694911.0,16698.0,accept
786,6.0,employee,16.0,yes,normal,2.0,12.0,4.0,2.0,3.0,1.0,bungalow,11.0,Kuala Lumpur,2.0,9.0,Low_Joined,High_Income,Medium_Loan,Small_Loan_Sum,509978.0,11169.0,688426.0,9975.0,accept
787,6.0,employee,22.0,no,gold,2.0,12.0,4.0,2.0,3.0,1.0,bungalow,10.0,Kuala Lumpur,3.0,8.0,High_Joined,Medium_Income,Small_Loan,High_Loan_Sum,233440.0,7853.0,1370329.0,16010.0,reject
788,6.0,employee,10.0,yes,normal,2.0,10.0,3.0,2.0,3.0,3.0,bungalow,10.0,Kuala Lumpur,3.0,9.0,Medium_Joined,High_Income,Medium_Loan,Medium_Loan_Sum,369172.0,10486.0,1012295.0,14754.0,accept
789,6.0,employee,22.0,no,gold,2.0,12.0,4.0,2.0,2.0,1.0,bungalow,10.0,Kuala Lumpur,3.0,7.0,Low_Joined,High_Income,Medium_Loan,Small_Loan_Sum,580096.0,10949.0,669336.0,10347.0,accept
