,Credit_Card_Exceed_Months,Employment_Type,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Score,Joined_Income_Binned,Income_Binned,Loan_Amount_Binned,Total_Loan_Sum_Binned,Loan_Amount,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision
568,5,4,13,1,0,0,5,0,1,0,2,1,2,7,1,0,2,1,1,0,583315.0,5720.0,1353992.0,12539.0,0
569,5,4,2,0,1,0,5,0,0,0,0,1,2,7,0,2,2,1,2,0,111851.0,5842.0,1250931.0,13359.0,0
570,5,4,12,1,0,0,5,0,1,1,2,1,2,7,1,0,2,1,0,0,761903.0,5889.0,1442036.0,14465.0,1
571,5,4,0,0,1,0,10,1,1,0,2,1,2,7,0,3,0,0,1,1,486906.0,12397.0,1084361.0,19974.0,1
572,5,4,0,1,0,0,5,0,1,0,0,1,2,7,2,3,1,2,1,1,438522.0,9290.0,787695.0,10861.0,0
573,5,4,9,0,0,0,10,0,0,0,2,1,2,7,1,2,1,2,2,0,120318.0,8874.0,1270989.0,8533.0,1
574,5,4,14,1,0,0,5,1,1,0,0,1,2,7,1,2,0,1,1,2,571759.0,5065.0,701283.0,15772.0,1
575,5,4,8,0,0,0,7,0,1,0,0,1,1,7,0,2,2,1,1,2,491175.0,5396.0,704200.0,11669.0,0
576,5,4,12,1,1,0,10,0,0,1,1,1,2,7,2,2,1,1,1,0,535218.0,5277.0,1298507.0,7696.0,0
577,5,4,2,0,1,0,5,0,1,0,0,1,2,7,0,1,1,2,1,1,487714.0,6921.0,981334.0,8254.0,0
578,5,4,12,1,2,0,5,0,0,0,0,1,2,7,0,1,0,0,0,0,604448.0,11597.0,1446427.0,19486.0,0
579,5,4,8,0,0,0,5,2,1,0,1,1,2,7,1,1,0,2,2,1,163397.0,8867.0,814597.0,17978.0,1
580,5,4,11,1,0,0,5,0,1,0,0,1,2,7,0,0,2,0,0,1,760898.0,11779.0,892300.0,13473.0,1
581,5,4,0,0,2,0,5,0,0,0,1,1,2,7,0,3,0,0,1,1,485339.0,11812.0,738309.0,19627.0,0
582,5,4,5,1,1,0,5,3,1,0,1,1,2,7,1,1,2,2,1,2,384134.0,7106.0,500117.0,12069.0,1
583,5,4,11,0,0,0,5,0,0,0,1,1,2,7,0,2,2,2,0,2,597143.0,7361.0,447998.0,13494.0,0
584,5,4,10,1,0,0,5,0,1,1,0,1,2,7,2,0,0,2,1,1,407561.0,8255.0,911543.0,16672.0,0
585,5,4,11,0,0,0,5,0,1,0,0,1,2,7,1,0,2,1,0,2,640528.0,4841.0,514139.0,12290.0,0
586,5,4,5,1,2,0,8,0,1,0,1,1,1,7,0,0,1,2,1,0,444232.0,9653.0,1269704.0,10691.0,0
587,5,4,9,0,0,0,5,2,1,0,0,1,2,7,1,2,2,0,2,2,191141.0,11659.0,459835.0,13423.0,0
588,5,4,7,1,1,0,5,0,1,0,2,1,2,7,1,0,1,1,1,0,448239.0,4835.0,1280341.0,11601.0,0
589,5,4,0,0,2,0,8,0,1,0,2,1,2,7,1,0,2,2,2,2,252131.0,6258.0,642398.0,12046.0,1
590,5,4,9,1,1,0,7,1,1,0,1,1,2,7,0,1,2,1,1,1,479350.0,4011.0,876987.0,13082.0,0
591,5,4,4,0,0,0,5,0,1,0,1,1,2,7,1,3,2,1,1,0,481693.0,4544.0,1268362.0,11975.0,0
592,5,4,1,1,1,0,5,2,1,1,0,1,1,7,2,1,1,1,1,2,485201.0,6029.0,654237.0,8051.0,0
593,5,4,8,0,0,0,10,2,1,1,0,1,2,7,0,2,0,0,2,1,217631.0,10762.0,824670.0,18085.0,0
594,5,4,3,1,1,0,5,0,1,0,2,1,1,7,2,3,1,1,1,0,571064.0,4639.0,1351462.0,11440.0,0
595,5,4,11,0,0,0,5,0,1,1,1,1,2,7,1,1,0,2,2,2,157102.0,6838.0,502893.0,18094.0,1
596,5,4,3,1,0,0,9,0,1,0,2,1,2,7,2,3,1,2,1,1,438651.0,7097.0,1114558.0,11257.0,0
597,5,4,8,0,1,0,5,2,1,1,0,1,2,7,1,3,0,0,2,0,217296.0,12078.0,1220529.0,19717.0,0
598,5,4,2,1,0,0,11,0,0,0,2,1,2,7,1,0,1,2,0,1,651792.0,8039.0,1044126.0,9102.0,0
599,5,4,5,0,2,0,10,0,1,0,2,1,2,7,0,1,2,1,0,0,699339.0,5022.0,1246219.0,11914.0,0
600,3,0,9,1,1,0,6,3,1,2,1,1,0,7,1,2,1,1,2,1,191980.0,4672.0,1084870.0,8833.0,1
601,3,0,4,0,0,0,6,1,1,2,1,1,0,7,2,3,2,1,0,2,794279.0,6052.0,727223.0,12542.0,0
602,3,0,5,1,0,0,6,3,1,2,1,1,0,7,2,1,0,1,2,0,174217.0,4758.0,1259443.0,17014.0,1
603,3,0,11,0,0,0,6,3,1,1,2,1,2,7,0,3,1,0,1,2,351879.0,10727.0,559009.0,11302.0,1
604,3,0,4,1,0,0,6,2,1,2,0,1,0,7,2,2,0,2,1,1,422686.0,9097.0,1087906.0,17204.0,0
605,3,0,4,0,1,0,6,3,0,2,0,1,0,7,1,0,1,0,2,2,259411.0,11609.0,503237.0,10098.0,1
606,3,0,10,1,1,0,10,2,1,1,2,1,0,7,1,0,2,2,2,0,135765.0,6668.0,1366780.0,13098.0,0
607,3,0,6,0,0,0,6,3,1,2,2,1,0,7,0,0,2,2,1,1,434051.0,7415.0,1003190.0,14331.0,0
608,3,0,3,1,1,0,6,3,1,1,1,1,0,7,1,3,1,2,0,0,693519.0,6172.0,1215403.0,7611.0,1
609,3,0,9,0,1,0,10,3,0,1,0,1,2,7,2,1,1,2,0,1,614113.0,9332.0,1030615.0,8000.0,0
610,3,0,0,1,0,0,6,3,1,1,2,1,1,7,2,0,1,2,0,0,666159.0,9282.0,1426709.0,8205.0,0
611,3,0,9,0,2,0,6,3,1,1,0,1,0,7,1,0,2,2,1,0,539990.0,9735.0,1400765.0,13224.0,0
612,3,0,8,1,1,0,6,3,0,1,1,1,0,7,1,0,2,0,2,2,121616.0,10960.0,421251.0,12227.0,1
613,3,0,5,0,0,0,6,3,1,2,2,1,0,7,1,3,1,2,1,1,316588.0,6303.0,804894.0,7614.0,0
614,3,0,2,1,1,0,6,3,1,2,0,1,0,7,1,0,2,1,1,2,401795.0,5868.0,569987.0,12756.0,0
615,3,0,3,0,1,0,6,3,0,2,1,1,0,7,2,1,2,0,1,1,325776.0,11075.0,1049173.0,12491.0,0
616,3,0,7,1,0,0,6,3,1,1,1,1,0,7,0,2,2,1,1,0,442615.0,4449.0,1291072.0,13089.0,0
617,3,0,2,0,1,0,6,3,1,2,1,1,1,7,0,1,2,1,0,2,758621.0,4686.0,624411.0,12379.0,0
618,3,0,13,1,2,0,6,3,0,2,0,1,0,7,1,2,2,2,1,1,450059.0,7824.0,808669.0,13491.0,0
619,3,0,8,0,1,0,6,3,1,1,1,1,0,7,0,1,2,0,2,2,251879.0,10672.0,470683.0,13558.0,0
620,3,0,2,1,1,0,6,3,1,2,2,1,0,7,2,1,2,2,0,0,729265.0,6603.0,1283187.0,11809.0,1
621,3,0,10,0,1,0,12,3,1,2,1,1,0,7,1,0,1,2,1,2,543417.0,8277.0,584462.0,10326.0,0
622,3,0,0,1,1,0,6,3,1,2,0,1,0,7,2,1,2,1,1,1,394736.0,4971.0,1141813.0,14483.0,0
623,3,0,3,0,0,0,6,3,1,2,2,1,0,7,1,1,0,2,2,1,270087.0,6117.0,1090812.0,16626.0,1
624,3,0,8,1,1,0,6,3,1,2,0,1,0,7,1,1,1,0,0,1,638027.0,11559.0,1022613.0,11559.0,1
625,3,0,11,0,1,0,6,3,1,2,0,1,0,7,0,0,0,1,0,1,744346.0,4881.0,934811.0,17372.0,1
626,3,0,0,1,0,0,6,3,1,2,0,1,0,7,2,1,0,0,1,1,479968.0,12013.0,973818.0,16520.0,0
627,3,0,8,0,1,0,6,3,1,0,2,1,0,7,0,2,0,1,1,1,584104.0,4626.0,903774.0,18121.0,0
628,3,0,13,1,1,0,6,3,1,0,0,1,0,7,0,3,0,2,1,0,527229.0,8375.0,1319488.0,18381.0,0
629,3,0,12,0,1,0,6,3,1,2,0,1,0,7,1,0,2,0,1,1,570177.0,10342.0,1030112.0,12785.0,0
630,3,0,13,1,1,0,9,3,1,0,1,1,0,7,2,0,2,2,2,0,174606.0,8440.0,1329843.0,12645.0,0
631,3,0,1,0,1,0,6,3,1,2,1,1,0,7,2,0,1,2,1,1,432971.0,8120.0,912623.0,7595.0,1
632,3,0,2,1,1,0,6,3,1,2,0,1,0,7,1,1,2,1,1,1,423451.0,5355.0,1041585.0,12774.0,0
633,3,0,2,0,0,0,6,2,1,2,1,1,0,7,1,3,2,1,1,0,325522.0,3690.0,1317165.0,12182.0,0
634,3,0,5,1,0,0,6,3,1,2,2,1,0,7,0,0,2,2,1,0,474343.0,9026.0,1310838.0,15255.0,0
635,3,0,6,0,0,0,6,3,0,2,0,1,0,7,0,0,2,2,2,0,303442.0,8816.0,1342002.0,12980.0,0
636,3,0,9,1,0,0,10,3,1,1,2,1,2,7,1,3,2,0,1,2,466117.0,10902.0,613608.0,14541.0,1
637,3,0,9,0,1,0,6,3,1,2,0,1,0,7,1,3,1,2,0,1,739671.0,6587.0,938836.0,11045.0,0
638,3,0,13,1,1,0,6,3,0,2,2,1,0,7,1,1,1,0,2,0,158951.0,10347.0,1189591.0,9621.0,0
639,3,0,10,0,1,0,6,3,1,1,2,1,0,7,0,0,2,2,0,1,768227.0,7841.0,739375.0,13712.0,0
640,3,0,4,1,1,0,9,2,1,2,0,1,1,7,1,0,2,2,2,0,126466.0,8067.0,1234236.0,12843.0,0
641,3,0,3,0,1,0,8,3,1,2,2,1,0,7,0,1,2,2,0,0,622209.0,6615.0,1253154.0,12690.0,1
642,3,0,8,1,0,0,6,3,0,2,0,1,2,7,1,0,2,2,1,1,528103.0,8214.0,1087889.0,13482.0,0
643,3,0,10,0,0,0,10,3,1,2,2,1,0,7,0,3,2,1,1,2,390155.0,4343.0,595413.0,13922.0,1
644,3,0,9,1,1,0,10,2,1,1,0,1,0,7,0,0,0,1,2,2,113707.0,3851.0,541604.0,17967.0,0
645,3,0,9,0,1,0,6,3,1,1,0,1,0,7,1,1,2,0,0,0,757294.0,10247.0,1281373.0,14190.0,0
646,3,0,5,1,0,0,6,2,1,2,1,1,0,7,2,0,2,0,0,1,662723.0,11249.0,1163793.0,12354.0,1
647,3,0,3,0,1,0,9,2,1,2,0,1,0,7,1,1,2,1,1,2,545674.0,5620.0,604906.0,12516.0,0
648,3,0,4,1,0,0,6,2,1,2,0,1,0,7,1,2,2,2,0,1,724673.0,7163.0,782086.0,11865.0,0
649,3,0,13,0,1,0,6,3,1,2,1,1,0,7,2,1,2,2,0,2,612377.0,8291.0,659481.0,14011.0,0
650,3,0,3,1,1,0,6,2,0,2,0,1,0,7,0,1,1,0,1,2,482458.0,12261.0,555916.0,7749.0,0
651,3,0,4,0,2,0,6,3,1,2,0,1,0,7,0,1,2,0,1,0,307783.0,9956.0,1249773.0,13029.0,0
652,3,0,10,1,0,0,10,3,1,2,0,1,0,7,1,0,2,2,0,1,718250.0,9493.0,841883.0,15408.0,1
653,3,0,0,0,1,0,6,2,1,2,0,1,0,7,0,3,2,1,1,1,529739.0,6076.0,792275.0,12516.0,0
654,3,0,6,1,1,0,6,2,0,1,2,1,2,7,2,2,2,2,1,2,418743.0,8833.0,458970.0,14283.0,0
655,3,0,10,0,1,0,6,2,0,0,2,1,2,7,0,2,1,2,0,2,589424.0,7582.0,519139.0,9378.0,0
656,3,0,2,1,0,0,6,3,1,2,2,1,0,7,2,2,2,2,2,1,158830.0,6242.0,779708.0,13483.0,0
657,3,0,12,0,1,0,6,3,0,2,1,1,0,7,1,1,2,2,1,1,447562.0,9878.0,992639.0,13141.0,0
658,3,0,9,1,0,0,6,2,1,1,0,1,0,7,0,2,2,2,2,1,186962.0,9052.0,818928.0,14496.0,0
659,3,0,9,0,1,0,6,3,0,2,0,1,0,7,1,3,2,2,0,0,752211.0,8381.0,1252615.0,14170.0,0
660,3,0,9,1,1,0,10,3,1,2,0,1,0,7,2,3,0,0,2,0,181808.0,12014.0,1243171.0,16992.0,0
661,3,0,2,0,1,0,6,3,1,2,0,1,0,7,1,0,1,1,0,1,640073.0,4453.0,1142989.0,9588.0,0
662,3,0,13,1,1,0,10,3,0,2,0,1,0,7,2,2,2,0,2,0,281381.0,12132.0,1435664.0,15196.0,0
663,3,0,8,0,0,0,6,3,1,2,0,1,0,7,0,1,0,1,1,1,548387.0,3740.0,906755.0,18158.0,1
664,3,0,2,1,1,0,6,3,1,2,0,1,0,7,1,0,2,2,1,0,579707.0,7328.0,1416719.0,13128.0,0
665,3,0,11,0,1,0,6,3,1,1,1,1,0,7,0,3,2,2,0,1,588891.0,8124.0,831534.0,11753.0,0
666,3,0,7,1,1,0,10,3,1,2,1,1,0,7,1,0,1,0,0,0,641364.0,10755.0,1295815.0,8201.0,0
667,3,0,1,0,1,0,6,3,1,2,2,1,0,7,1,2,2,1,2,0,124163.0,5893.0,1200841.0,12953.0,0
668,3,0,6,1,1,0,6,3,1,2,1,1,2,7,2,2,2,2,2,1,230698.0,7725.0,1083607.0,13186.0,0
669,3,0,9,0,1,0,6,3,1,2,0,1,0,7,0,2,2,2,2,1,116437.0,8539.0,1072765.0,13722.0,0
670,3,0,2,1,1,0,6,3,1,2,2,1,1,7,1,1,2,1,2,2,275773.0,6023.0,600262.0,12403.0,0
671,3,0,5,0,1,0,10,3,1,1,2,1,0,7,2,1,2,2,1,2,455895.0,8797.0,421344.0,13321.0,0
672,3,0,14,1,0,0,10,3,1,2,1,1,0,7,1,2,2,1,0,2,759235.0,4004.0,431456.0,15166.0,0
673,3,0,7,0,0,0,10,3,0,2,1,1,0,7,0,3,2,0,2,1,184394.0,10899.0,752183.0,15088.0,0
674,3,0,9,1,1,0,6,3,1,2,2,1,1,7,2,1,2,2,1,2,550185.0,9025.0,506801.0,12740.0,0
675,3,0,3,0,1,0,10,3,1,1,0,1,0,7,0,3,0,2,1,2,576752.0,8230.0,627257.0,16750.0,0
676,3,0,14,1,1,0,6,3,1,2,2,1,0,7,0,1,1,0,0,2,590977.0,10103.0,511901.0,8057.0,1
677,3,0,1,0,1,0,6,3,1,2,2,1,0,7,0,1,0,2,2,0,193519.0,6315.0,1248725.0,15827.0,0
678,3,0,0,1,1,0,7,3,1,2,1,1,1,7,1,1,2,1,0,0,613085.0,5736.0,1265338.0,15414.0,0
679,3,0,12,0,0,0,6,3,0,2,2,1,0,7,0,2,1,1,0,0,642934.0,5417.0,1261763.0,8687.0,0
680,3,0,13,1,2,0,6,2,1,2,2,1,0,2,0,2,2,2,0,1,626874.0,8302.0,882057.0,15133.0,1
681,3,0,12,0,1,0,6,3,1,2,1,1,0,2,2,0,0,1,1,1,382808.0,4964.0,901445.0,16887.0,0
682,3,0,5,1,0,0,6,2,1,1,2,1,0,2,0,2,0,1,1,2,537599.0,4456.0,555742.0,19295.0,0
683,3,0,0,0,0,0,6,3,1,1,1,1,0,2,0,0,1,0,1,0,577722.0,12513.0,1306813.0,11047.0,0
684,3,0,1,1,1,0,6,3,1,2,1,1,0,2,1,1,2,1,2,1,273102.0,5779.0,960559.0,13355.0,0
685,3,0,0,0,1,0,6,3,0,2,2,1,0,2,1,1,1,1,1,0,586399.0,5582.0,1316906.0,11038.0,0
686,3,0,9,1,1,0,6,3,1,2,1,1,0,2,1,2,2,1,1,1,478099.0,3946.0,1048240.0,14815.0,0
687,3,0,7,0,1,0,8,3,0,2,0,1,0,2,0,2,2,2,0,2,606341.0,8075.0,708910.0,11931.0,0
688,3,0,14,1,0,0,6,3,0,2,1,1,1,2,0,2,0,0,0,2,629996.0,12245.0,462597.0,15568.0,1
689,3,0,1,0,1,0,6,3,1,2,0,1,0,2,1,3,2,1,2,1,194781.0,4897.0,1060182.0,14349.0,1
690,3,0,2,1,1,0,6,3,1,1,1,1,0,2,0,1,1,2,0,0,698049.0,7967.0,1176947.0,8674.0,0
691,3,0,12,0,2,0,6,2,0,2,1,1,0,2,0,2,1,2,0,2,798549.0,8974.0,673946.0,11371.0,0
692,3,0,10,1,1,0,6,2,1,2,0,1,0,2,1,3,1,2,0,1,596816.0,7241.0,915246.0,7587.0,0
693,3,0,9,0,1,0,6,3,1,2,1,1,0,2,1,1,0,1,2,1,198093.0,4344.0,817300.0,17362.0,1
694,3,0,3,1,1,0,6,3,1,2,0,1,0,2,1,2,2,1,1,0,394827.0,4971.0,1334156.0,14665.0,0
695,3,0,7,0,0,0,6,3,1,2,1,1,0,2,1,0,0,2,1,1,558094.0,6427.0,1114332.0,16751.0,0
696,3,0,9,1,1,0,6,3,1,2,0,1,0,2,1,0,0,1,0,1,656740.0,4693.0,1042157.0,15534.0,0
697,3,0,7,0,1,0,6,3,1,1,1,1,0,2,0,0,0,0,0,2,771770.0,11433.0,508500.0,17103.0,0
698,3,0,14,1,1,0,6,2,1,2,0,1,0,2,1,0,2,1,1,0,550668.0,6090.0,1367194.0,15446.0,0
699,3,0,6,0,1,0,6,2,0,1,1,1,2,2,1,3,2,1,2,0,181127.0,4675.0,1360757.0,11925.0,0
700,5,0,9,1,1,0,10,2,0,2,1,1,0,2,0,3,0,2,1,0,352969.0,8337.0,1344679.0,19064.0,0
701,5,0,8,0,1,0,10,2,0,1,0,1,0,2,2,3,2,2,2,0,193485.0,8938.0,1312040.0,12877.0,0
702,5,0,2,1,1,0,7,2,0,2,0,1,0,2,0,2,2,1,1,1,454157.0,5562.0,1079783.0,14540.0,0
703,5,0,9,0,2,0,7,2,0,2,0,1,0,2,0,0,0,2,1,1,481879.0,8993.0,1021347.0,15578.0,1
704,5,0,2,1,2,0,7,2,0,2,0,1,0,2,0,0,1,2,0,0,649792.0,7472.0,1186048.0,10961.0,1
705,5,0,7,0,1,0,7,2,0,2,1,1,0,2,1,0,2,2,0,0,784320.0,8308.0,1237389.0,14620.0,0
706,5,0,10,1,1,0,7,2,0,1,1,1,0,2,0,2,0,0,1,1,392487.0,12187.0,1076827.0,16494.0,0
707,5,0,5,0,0,0,7,2,0,1,1,1,0,2,1,2,1,1,1,0,319486.0,4548.0,1281808.0,11003.0,0
708,5,0,6,1,1,0,7,2,0,2,1,1,0,2,0,1,2,2,2,1,262829.0,6904.0,964974.0,14272.0,0
709,5,0,13,0,1,0,7,2,0,2,2,1,0,2,2,3,0,2,1,0,567578.0,9877.0,1295481.0,16069.0,1
710,5,0,3,1,1,0,7,2,0,2,0,1,0,2,0,2,2,2,1,1,396829.0,9404.0,986496.0,14147.0,0
711,5,0,1,0,1,0,7,2,0,2,1,1,0,2,1,1,0,0,0,1,794029.0,10328.0,1161224.0,18360.0,0
712,5,0,4,1,1,0,6,2,0,2,2,1,0,2,0,3,0,2,0,1,598653.0,9009.0,1156049.0,17459.0,1
713,5,0,5,0,1,0,7,2,0,2,1,1,0,2,1,2,2,2,1,1,351117.0,8745.0,1174842.0,13764.0,1
714,5,0,6,1,1,0,7,2,0,2,2,1,0,2,1,3,0,2,1,0,342691.0,8402.0,1348551.0,19118.0,1
715,5,0,6,0,0,0,7,2,0,2,2,1,0,2,1,3,2,2,0,1,597047.0,8514.0,867715.0,11675.0,0
716,5,0,3,1,1,0,7,2,0,1,2,1,0,2,1,3,2,2,0,1,790337.0,6990.0,1121604.0,12616.0,0
717,5,0,2,0,1,0,7,2,0,1,0,1,0,2,2,2,2,0,2,1,303147.0,10479.0,1015128.0,15100.0,0
718,5,0,6,1,0,0,7,2,0,2,2,1,2,2,1,2,1,2,0,2,588073.0,6749.0,699890.0,9430.0,0
719,5,0,7,0,1,0,7,2,0,2,2,1,0,2,0,3,0,2,2,2,241560.0,8120.0,660307.0,19554.0,1
720,5,0,12,1,2,0,7,2,0,2,0,1,0,2,1,1,0,2,1,2,501093.0,9268.0,675616.0,16120.0,0
721,5,0,3,0,0,0,7,2,0,2,0,1,0,2,0,0,0,0,1,1,484738.0,10202.0,1093779.0,18521.0,0
722,5,0,8,1,1,0,7,2,0,2,2,1,0,2,2,1,1,1,1,1,387842.0,3969.0,1057396.0,7961.0,0
723,5,0,9,0,0,0,7,2,0,2,2,1,0,2,0,1,1,1,2,1,193662.0,5027.0,944040.0,9929.0,0
724,5,0,12,1,1,0,7,2,0,2,2,1,0,2,0,3,1,0,1,0,553959.0,11391.0,1235688.0,9802.0,0
725,5,0,5,0,0,0,7,2,0,2,0,1,0,2,1,1,1,2,1,2,527074.0,8621.0,644625.0,9474.0,0
726,5,0,5,1,0,0,7,2,0,1,1,1,0,2,0,0,2,1,1,0,378309.0,5536.0,1194764.0,14710.0,0
727,5,0,11,0,0,0,7,2,0,0,1,1,0,2,0,1,2,1,1,0,477921.0,5768.0,1239117.0,14473.0,0
728,5,0,10,1,1,0,7,2,0,2,2,1,0,2,1,3,2,1,1,1,540418.0,4470.0,1129601.0,15084.0,0
729,5,0,7,0,0,0,7,2,0,2,2,1,0,2,1,2,0,2,0,2,633691.0,8235.0,679806.0,15835.0,0
730,5,0,5,1,1,0,7,2,0,2,1,1,0,2,1,0,1,2,2,1,173002.0,8497.0,935944.0,9824.0,0
731,5,0,9,0,1,0,7,2,0,2,1,1,0,2,2,3,2,2,1,1,477653.0,6564.0,981908.0,14219.0,1
732,5,0,4,1,2,0,7,2,0,2,2,1,0,2,1,0,0,2,1,1,378010.0,9128.0,1074458.0,15691.0,0
733,5,0,11,0,1,0,7,2,0,2,2,1,2,2,2,0,2,1,2,1,100837.0,4844.0,876740.0,12731.0,1
734,5,0,8,1,1,0,10,2,0,1,0,1,0,2,0,0,1,1,1,0,512246.0,5184.0,1346080.0,9524.0,0
735,5,0,6,0,1,0,6,2,0,2,2,1,0,2,1,1,2,2,2,1,260794.0,8909.0,922344.0,13082.0,0
736,5,0,4,1,0,0,7,2,0,2,2,1,0,2,1,2,1,1,2,2,301909.0,4268.0,715112.0,11533.0,0
737,5,0,6,0,0,0,7,2,0,1,2,1,0,2,1,0,1,0,2,1,105876.0,11070.0,851848.0,9436.0,0
738,5,0,0,1,1,0,7,2,0,2,0,1,0,2,0,1,2,2,1,1,474268.0,9883.0,1161619.0,13555.0,0
739,5,0,12,0,1,0,7,2,0,2,0,1,1,2,1,2,1,2,1,1,532050.0,8707.0,879381.0,11407.0,1
740,5,0,8,1,1,0,7,2,0,2,0,1,0,2,0,3,2,2,1,1,568521.0,6544.0,757700.0,12954.0,1
741,5,0,8,0,1,0,7,2,0,2,2,1,0,2,0,3,2,0,0,1,699890.0,11757.0,948346.0,14917.0,0
742,5,0,7,1,0,0,7,2,0,2,2,1,0,2,0,1,2,2,1,1,525276.0,8067.0,991818.0,13501.0,1
743,5,0,10,0,0,0,7,2,0,2,0,1,2,2,2,1,2,1,2,1,289302.0,3606.0,915964.0,14981.0,0
744,5,0,8,1,1,0,7,2,0,1,0,1,0,2,2,2,2,0,0,0,763190.0,10307.0,1426668.0,12198.0,0
745,5,0,9,0,1,0,7,2,0,2,2,1,0,2,0,0,2,0,2,1,215773.0,11567.0,857062.0,15472.0,1
746,5,0,12,1,1,0,7,2,0,0,1,1,0,2,0,0,2,0,1,1,444696.0,12543.0,1041400.0,15092.0,1
747,5,0,7,0,1,0,7,2,0,2,2,1,0,2,0,0,0,1,1,1,544950.0,4726.0,915568.0,16243.0,0
748,5,0,3,1,1,0,7,2,0,2,1,1,0,2,2,0,1,0,1,1,420489.0,10431.0,847561.0,8436.0,0
749,5,0,2,0,1,0,7,2,0,2,2,1,0,2,0,3,0,2,1,1,540287.0,7961.0,1136724.0,18015.0,0
750,5,0,5,1,2,0,7,2,0,1,0,1,0,2,0,1,2,2,2,2,156946.0,7438.0,488177.0,14570.0,0
751,5,0,7,0,1,0,10,2,0,2,0,1,0,2,2,3,0,0,2,2,158840.0,12432.0,604652.0,19054.0,1
752,5,0,11,1,1,0,7,2,0,2,0,1,1,2,1,0,1,2,2,2,298701.0,8593.0,662611.0,7625.0,0
753,5,0,12,0,0,0,7,2,0,1,2,1,0,2,0,1,2,2,0,1,655565.0,7933.0,862042.0,12048.0,1
754,5,0,10,1,1,0,7,2,0,1,1,1,0,2,0,1,0,2,1,0,502936.0,7023.0,1238699.0,17650.0,0
755,5,0,2,0,1,0,10,2,0,1,2,1,0,2,1,3,1,2,2,1,125416.0,8474.0,903003.0,9323.0,1
756,5,0,4,1,1,0,7,2,0,2,1,1,0,2,2,1,2,0,2,1,221509.0,10902.0,992334.0,14631.0,0
757,5,0,0,0,1,0,7,2,0,2,1,1,0,2,2,0,2,2,1,2,545054.0,7160.0,511073.0,12302.0,0
758,5,0,12,1,1,0,4,2,0,2,0,1,1,2,0,0,0,1,1,1,489209.0,5826.0,1057718.0,15706.0,0
759,5,0,1,0,0,0,7,2,0,2,2,1,0,2,0,3,2,2,0,0,700606.0,6898.0,1363624.0,15061.0,1
760,5,0,13,1,1,0,7,2,0,2,2,1,0,2,1,2,2,2,1,0,390924.0,7803.0,1268379.0,15288.0,1
761,5,0,0,0,1,0,7,2,0,2,0,2,0,2,2,2,2,2,1,0,452345.0,6463.0,1347706.0,12670.0,0
762,5,0,12,1,1,0,10,2,0,2,2,1,0,2,2,1,2,1,1,0,361516.0,3833.0,1186678.0,13147.0,0
763,5,0,7,0,0,0,7,2,0,2,1,1,0,2,1,0,2,2,1,0,438432.0,7679.0,1427823.0,13934.0,0
764,5,0,3,1,1,0,6,2,0,0,2,1,0,2,0,1,2,2,1,1,558557.0,8729.0,889001.0,15146.0,0
765,5,0,0,0,0,0,7,2,0,2,0,1,0,2,0,2,1,0,2,1,198318.0,11262.0,1011662.0,8031.0,0
766,5,0,3,1,1,0,7,2,0,2,2,1,0,2,0,2,0,1,1,1,496068.0,6090.0,754040.0,16103.0,1
767,5,0,1,0,1,0,7,2,0,2,2,1,0,2,0,3,2,2,1,0,504150.0,6979.0,1238460.0,12929.0,0
768,5,0,5,1,1,0,8,2,0,1,2,1,1,2,0,1,2,0,2,0,144243.0,11948.0,1372157.0,14158.0,1
769,5,0,5,0,1,0,7,2,0,2,0,1,0,2,1,0,0,2,1,1,553680.0,6538.0,911984.0,16197.0,0
770,5,0,10,1,1,0,7,2,0,2,0,1,0,2,0,1,1,2,0,0,785339.0,7936.0,1427012.0,7658.0,1
771,5,0,9,0,1,0,7,2,0,1,2,1,0,2,0,3,2,2,0,0,644003.0,6300.0,1333917.0,14294.0,0
772,5,0,1,1,1,0,7,2,0,1,0,1,0,2,0,2,2,1,0,1,618965.0,5562.0,1173074.0,11793.0,0
773,5,0,12,0,1,0,7,2,0,0,1,1,0,2,0,1,2,2,2,2,136609.0,8732.0,454679.0,11878.0,0
774,5,0,9,1,1,0,10,2,0,1,2,1,0,2,2,1,1,2,0,0,664414.0,9644.0,1363753.0,9730.0,1
775,5,0,13,0,1,0,7,2,0,2,1,1,0,2,0,2,2,2,2,1,270008.0,8816.0,758726.0,15469.0,0
776,5,0,2,1,1,0,6,2,0,2,0,1,0,2,0,2,0,0,1,1,536663.0,11804.0,750892.0,15893.0,1
777,5,0,7,0,1,0,7,2,0,2,0,1,0,2,2,3,2,1,1,1,577776.0,4067.0,989856.0,13664.0,0
778,5,0,5,1,1,0,7,2,0,2,1,1,0,2,2,0,2,2,1,1,334085.0,8683.0,842194.0,14964.0,1
779,5,0,9,0,1,0,7,2,0,0,0,1,0,2,2,0,1,1,1,2,502144.0,5784.0,547859.0,10476.0,0
780,5,0,7,1,0,0,7,2,0,2,2,0,0,2,0,0,2,2,2,1,282292.0,7428.0,979148.0,13796.0,0
